tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
430,user_0101,True,Tue Jan 02 08:01:00  2024,"@AskPlayStation game freezes every time I try to save progress in Spider-Man 2, lost 3 hours of progress",431,
431,AskPlayStation,False,Tue Jan 02 08:18:00  2024,"That's really frustrating, sorry. Please make sure your system software and Spider-Man 2 are both fully updated, then try saving to a different storage location as a test.",,430
432,user_0329,True,Tue Jan 02 08:11:00  2024,@AskPlayStation how much storage does the Elden Ring install actually take up,433,
433,AskPlayStation,False,Tue Jan 02 08:45:00  2024,"Install size can vary with updates, but you can always check the exact current size under Library before downloading Elden Ring.",,432
434,user_0329,True,Tue Jan 02 08:13:00  2024,"@AskPlayStation your support keeps closing my ticket without resolving anything, done with this, case 292988",435,
435,AskPlayStation,False,Tue Jan 02 08:49:00  2024,We apologize for the repeated closures. Please DM your ticket number so we can reopen it and assign it to a dedicated agent.,,434
436,user_0329,True,Tue Jan 02 10:31:00  2024,"still not working, can you please just fix this",,435
437,user_0234,True,Tue Jan 02 08:22:00  2024,"@AskPlayStation preorder bonus for Horizon Forbidden West never showed up, anyone else having this issue",438,
438,AskPlayStation,False,Tue Jan 02 08:28:00  2024,We're looking into reports of missing preorder bonuses for Horizon Forbidden West. Please DM your PSN ID and order ID so we can check your specific account.,,437
439,user_0283,True,Tue Jan 02 08:30:00  2024,"@AskPlayStation subscription renewed even though I cancelled last month, charged $9.99",440,
440,AskPlayStation,False,Tue Jan 02 08:33:00  2024,Sorry about that — please DM your account email so we can check the cancellation timestamp against the renewal charge and correct it if needed.,,439
441,user_0283,True,Tue Jan 02 09:14:00  2024,"ok I DMed you, no response yet though",,440
442,user_0318,True,Tue Jan 02 08:38:00  2024,@AskPlayStation quick q — how do I set up parental controls for my kid's profile?,443,
443,AskPlayStation,False,Tue Jan 02 08:57:00  2024,"Sure! Go to Settings > Family and Parental Controls > select the child's account, then adjust playtime, spending and content restrictions there.",,442
444,user_0357,True,Tue Jan 02 08:42:00  2024,@AskPlayStation screen goes black for a few seconds randomly while playing Horizon Forbidden West,445,
445,AskPlayStation,False,Tue Jan 02 09:04:00  2024,Sorry to hear that — this can be an HDMI or power-saving setting issue. Please try a different HDMI port/cable and disable 'HDMI Device Link' temporarily.,,444
446,user_0244,True,Tue Jan 02 08:48:00  2024,"@AskPlayStation PSN has been down for me for 2 hours, can't sign in at all",447,
447,AskPlayStation,False,Tue Jan 02 09:31:00  2024,We're aware of intermittent sign-in issues and our team is investigating. Please check status.playstation.com for live updates.,,446
448,user_0244,True,Tue Jan 02 09:46:00  2024,any update? been waiting a while now,,447
449,user_0355,True,Tue Jan 02 08:59:00  2024,"@AskPlayStation console overheating and shutting down mid-game, fans are so loud",450,
450,AskPlayStation,False,Tue Jan 02 09:32:00  2024,"Sorry about the overheating — please make sure vents are clear of dust and the console has open airflow. If shutdowns continue, a repair request is the next step.",,449
451,user_0355,True,Tue Jan 02 10:49:00  2024,"still not working, can you plz just fix this",,450
452,user_0386,True,Tue Jan 02 09:07:00  2024,@AskPlayStation quick q — how do I set up parental controls for my kid's profile?,453,
453,AskPlayStation,False,Tue Jan 02 09:35:00  2024,"Sure! Go to Settings > Family and Parental Controls > select the child's account, then adjust playtime, spending and content restrictions there.",,452
454,user_0353,True,Tue Jan 02 09:14:00  2024,"@AskPlayStation 4th message this week, still no resolution on my PS4 Pro issue, this is a joke at this point",455,
455,AskPlayStation,False,Tue Jan 02 09:22:00  2024,"That's not okay, and we're sorry for the repeated back and forth. Please DM your case number so a senior agent can take this over personally.",,454
456,user_0397,True,Tue Jan 02 09:18:00  2024,Hey @AskPlayStation I cant login to my account keeps saying wrong password even after reset 😤 (ref 979414),457,
457,AskPlayStation,False,Tue Jan 02 09:22:00  2024,"Hi there, sorry for the trouble logging in. Please try resetting your password from account.sonyentertainmentnetwork.com and check spam for the reset email. Let us know how it goes.",,456
458,user_0222,True,Tue Jan 02 09:24:00  2024,"@AskPlayStation my kid bought NBA 2K24 without permission, want my $69.99 back",459,
459,AskPlayStation,False,Tue Jan 02 10:04:00  2024,"We're sorry to hear that. Please make sure Family/Parental controls with a spending limit are set up, and DM your order ID so we can review this purchase.",,458
460,user_0365,True,Tue Jan 02 09:35:00  2024,"@AskPlayStation multiplayer keeps disconnecting every 5 mins in Horizon Forbidden West, tested on 2 different networks",461,
461,AskPlayStation,False,Tue Jan 02 09:47:00  2024,"Sorry about the disconnects. Please try a wired connection if possible and check that UPnP is enabled on your router, or set up port forwarding.",,460
462,user_0053,True,Tue Jan 02 09:38:00  2024,"@AskPlayStation Horizon Forbidden West keeps crashing on PS5 right after the main menu, error CE-34878-0",463,
463,AskPlayStation,False,Tue Jan 02 09:46:00  2024,Sorry about the crashes. Please try rebuilding the database in Safe Mode (Option 5) and ensure Horizon Forbidden West is fully updated. Let us know if CE-34878-0 persists.,,462
464,user_0053,True,Tue Jan 02 11:02:00  2024,"this didn't help, same issue is happening",,463
465,user_0048,True,Tue Jan 02 09:48:00  2024,@AskPlayStation NAT type shows strict and I can't join any Horizon Forbidden West lobbies,466,
466,AskPlayStation,False,Tue Jan 02 10:29:00  2024,"A Strict NAT type is usually a router setting — please enable UPnP or manually forward the required PS5 ports, listed on our support site.",,465
467,user_0372,True,Tue Jan 02 09:55:00  2024,@AskPlayStation my PS4 Pro controller drifts so bad I can't aim in any shooter anymore,468,
468,AskPlayStation,False,Tue Jan 02 10:13:00  2024,Sorry about the drift — if it's within warranty please start a repair request at playstation.com/repair. We can also DM troubleshooting steps to try first.,,467
469,user_0033,True,Tue Jan 02 09:59:00  2024,@AskPlayStation how much storage does the EA FC 24 install actually take up,470,
470,AskPlayStation,False,Tue Jan 02 10:29:00  2024,"Install size can vary with updates, but you can always check the exact current size under Library before downloading EA FC 24.",,469
471,user_0101,True,Tue Jan 02 10:08:00  2024,"@AskPlayStation you people never actually fix anything, just close tickets and move on, unreal",472,
472,AskPlayStation,False,Tue Jan 02 10:17:00  2024,That's fair feedback and we're sorry. Please DM your ticket number so we can make sure this actually gets resolved this time.,,471
473,user_0101,True,Tue Jan 02 11:10:00  2024,"still not working, can you plz just fix this",,472
474,user_0154,True,Tue Jan 02 10:14:00  2024,"@AskPlayStation keeps logging me out of PS4 every few minutes, so annoying",475,
475,AskPlayStation,False,Tue Jan 02 10:55:00  2024,Sorry about that — frequent sign-outs can happen after a system update. Please try a fresh sign-in on PS4 and let us know if it keeps happening.,,474
476,user_0295,True,Tue Jan 02 10:20:00  2024,"@AskPlayStation still waiting on my refund from 2 weeks ago, ticket #405605",477,
477,AskPlayStation,False,Tue Jan 02 10:43:00  2024,Apologies for the wait. Please DM your ticket number and order ID so we can escalate this refund with our billing team directly.,,476
478,user_0373,True,Tue Jan 02 10:29:00  2024,@AskPlayStation money left my acount for God of War Ragnarok but download never started,479,
479,AskPlayStation,False,Tue Jan 02 10:45:00  2024,Sorry for the trouble — please DM a screenshot of the transaction and your order ID so we can check the download status on our end.,,478
480,user_0367,True,Tue Jan 02 10:36:00  2024,"@AskPlayStation Fortnite keeps crashing on PS4 Pro right after teh main menu, error CE-34878-0",481,
481,AskPlayStation,False,Tue Jan 02 11:03:00  2024,Sorry about the crashes. Please try rebuilding the database in Safe Mode (Option 5) and ensure Fortnite is fully updated. Let us know if CE-34878-0 persists.,,480
482,user_0367,True,Tue Jan 02 12:22:00  2024,"this didn't help, same issue is happening",,481
483,user_0305,True,Tue Jan 02 10:45:00  2024,@AskPlayStation NAT type shows strict and I can't join any Elden Ring lobbies,484,
484,AskPlayStation,False,Tue Jan 02 10:53:00  2024,"A Strict NAT type is usually a router setting — please enable UPnP or manually forward the required PS5 ports, listed on our support site.",,483
485,user_0386,True,Tue Jan 02 10:49:00  2024,"@AskPlayStation controller won't charge anymore, tried 2 different cables, light doesn't even come on",486,
486,AskPlayStation,False,Tue Jan 02 11:19:00  2024,"Sorry about the charging issue — please try a different USB port and cable to rule those out. If the light never comes on, this likely needs a repair request.",,485
487,user_0386,True,Tue Jan 02 12:14:00  2024,"still not working, can u please just fix this",,486
488,user_0213,True,Tue Jan 02 10:54:00  2024,@AskPlayStation quick q — how do I set up parental controls for my kid's profile?,489,
489,AskPlayStation,False,Tue Jan 02 11:04:00  2024,"Sure! Go to Settings > Family and Parental Controls > select the child's account, then adjust playtime, spending and content restrictions there.",,488
490,user_0267,True,Tue Jan 02 11:04:00  2024,"@AskPlayStation your support keeps closing my ticket without resolving anything, done with this, case 922366",491,
491,AskPlayStation,False,Tue Jan 02 11:29:00  2024,We apologize for the repeated closures. Please DM your ticket number so we can reopen it and assign it to a dedicated agent.,,490
492,user_0332,True,Tue Jan 02 11:08:00  2024,"@AskPlayStation my email got changed on my account without me doing it, locked out of everything including God of War Ragnarok",493,
493,AskPlayStation,False,Tue Jan 02 11:21:00  2024,That sounds like account compromise — please DM us right away so we can begin recovery and lock down the account.,,492
494,user_0237,True,Tue Jan 02 11:16:00  2024,"@AskPlayStation subscription renewed even though I cancelled last month, charged $69.99",495,
495,AskPlayStation,False,Tue Jan 02 11:44:00  2024,Sorry about that — please DM your account email so we can check the cancellation timestamp against the renewal charge and correct it if needed.,,494
496,user_0361,True,Tue Jan 02 11:23:00  2024,@AskPlayStation money left my account for Fortnite but download never started,497,
497,AskPlayStation,False,Tue Jan 02 11:39:00  2024,Sorry for the trouble — please DM a screenshot of the transaction and your order ID so we can check the download status on our end.,,496
498,user_0361,True,Tue Jan 02 12:52:00  2024,"still not working, can you please just fix this",,497
499,user_0271,True,Tue Jan 02 11:34:00  2024,@AskPlayStation getting error NW-31456-4 every time I try to launch anything online,500,
500,AskPlayStation,False,Tue Jan 02 11:57:00  2024,NW-31456-4 usually points to a network/DNS issue. Please try setting DNS to 8.8.8.8 in network settings and test the connection again.,,499
501,user_0345,True,Tue Jan 02 11:41:00  2024,"@AskPlayStation PSN has been down for me for 2 hours, can't sign in at all",502,
502,AskPlayStation,False,Tue Jan 02 12:03:00  2024,We're aware of intermittent sign-in issues and our team is investigating. Please check status.playstation.com for live updates.,,501
503,user_0060,True,Tue Jan 02 11:44:00  2024,"@AskPlayStation controller won't charge anymore, tried 2 different cables, light doesn't even come on",504,
504,AskPlayStation,False,Tue Jan 02 12:10:00  2024,"Sorry about the charging issue — please try a different USB port and cable to rule those out. If the light never comes on, this likely needs a repair request.",,503
505,user_0356,True,Tue Jan 02 11:55:00  2024,@AskPlayStation how much storage does the EA FC 24 install actually take up,506,
506,AskPlayStation,False,Tue Jan 02 12:09:00  2024,"Install size can vary with updates, but you can always check the exact current size under Library before downloading EA FC 24.",,505
507,user_0184,True,Tue Jan 02 11:57:00  2024,"@AskPlayStation absolutely furious, been a customer for 10 years and getting ignored on a $4.99 refund",508,
508,AskPlayStation,False,Tue Jan 02 12:31:00  2024,That's not the experience we want for you — please DM your order ID so we can personally follow up on the refund status today.,,507
509,user_0184,True,Tue Jan 02 13:47:00  2024,"this didn't help, same issue is happening",,508
510,user_0043,True,Tue Jan 02 12:08:00  2024,"@AskPlayStation my email got changed on my account without me doing it, locked out of everything including Fortnite",511,
511,AskPlayStation,False,Tue Jan 02 12:12:00  2024,That sounds like account compromise — please DM us right away so we can begin recovery and lock down the account.,,510
512,user_0290,True,Tue Jan 02 12:16:00  2024,"@AskPlayStation I got charged twice for Gran Turismo 7, $59.99 extra on my card. Need this fixed asap",513,
513,AskPlayStation,False,Tue Jan 02 12:50:00  2024,Sorry to hear about the duplicate charge. Please DM us your order ID and the last 4 digits of the card used so we can investigate the double billing.,,512
514,user_0280,True,Tue Jan 02 12:19:00  2024,"@AskPlayStation still waiting on my refund from 2 weeks ago, ticket #896922",515,
515,AskPlayStation,False,Tue Jan 02 12:49:00  2024,Apologies for the wait. Please DM your ticket number and order ID so we can escalate this refund with our billing team directly.,,514
516,user_0280,True,Tue Jan 02 13:32:00  2024,any update? been waiting a while now,,515
517,user_0061,True,Tue Jan 02 12:26:00  2024,"@AskPlayStation NBA 2K24 keeps crashing on PS4 right after the main menu, error CE-34878-0",518,
518,AskPlayStation,False,Tue Jan 02 12:42:00  2024,Sorry about the crashes. Please try rebuilding the database in Safe Mode (Option 5) and ensure NBA 2K24 is fully updated. Let us know if CE-34878-0 persists.,,517
519,user_0031,True,Tue Jan 02 12:36:00  2024,@AskPlayStation is there an outage right now? can't connect to the store,520,
520,AskPlayStation,False,Tue Jan 02 13:01:00  2024,"Nothing showing on our status page currently, but please DM your region so we can check for localized issues.",,519
521,user_0264,True,Tue Jan 02 12:44:00  2024,"@AskPlayStation console won't turn on at all, just a blinking blue light then nothing",522,
522,AskPlayStation,False,Tue Jan 02 12:53:00  2024,"That blinking blue light usually points to a power supply or boot issue. Please try a different outlet, and if it persists this likely needs a repair request.",,521
523,user_0264,True,Tue Jan 02 13:05:00  2024,"this didn't help, same issue is happening",,522
524,user_0127,True,Tue Jan 02 12:51:00  2024,@AskPlayStation quick q — how do I set up parental controls for my kid's profile?,525,
525,AskPlayStation,False,Tue Jan 02 13:19:00  2024,"Sure! Go to Settings > Family and Parental Controls > select the child's account, then adjust playtime, spending and content restrictions there.",,524
526,user_0207,True,Tue Jan 02 12:57:00  2024,"@AskPlayStation your support keeps closing my ticket without resolving anything, done with this, case 179184",527,
527,AskPlayStation,False,Tue Jan 02 13:17:00  2024,We apologize for the repeated closures. Please DM your ticket number so we can reopen it and assign it to a dedicated agent.,,526
528,user_0235,True,Tue Jan 02 13:05:00  2024,"@AskPlayStation my email got changed on my account without me doing it, locked out of everything including NBA 2K24",529,
529,AskPlayStation,False,Tue Jan 02 13:50:00  2024,That sounds like account compromise — please DM us right away so we can begin recovery and lock down the account.,,528
530,user_0254,True,Tue Jan 02 13:09:00  2024,"@AskPlayStation subscription renewed even though I cancelled last month, charged $14.99",531,
531,AskPlayStation,False,Tue Jan 02 13:32:00  2024,Sorry about that — please DM your account email so we can check the cancellation timestamp against the renewal charge and correct it if needed.,,530
532,user_0321,True,Tue Jan 02 13:17:00  2024,"@AskPlayStation preorder bonus for NBA 2K24 never showed up, anyone else having this issue",533,
533,AskPlayStation,False,Tue Jan 02 13:21:00  2024,We're looking into reports of missing preorder bonuses for NBA 2K24. Please DM your PSN ID and order ID so we can check your specific account.,,532
534,user_0321,True,Tue Jan 02 14:22:00  2024,any update? been waiting a while now,,533
535,user_0048,True,Tue Jan 02 13:26:00  2024,@AskPlayStation screen goes black for a few seconds randomly while playing Call of Duty MW3,536,
536,AskPlayStation,False,Tue Jan 02 13:52:00  2024,Sorry to hear that — this can be an HDMI or power-saving setting issue. Please try a different HDMI port/cable and disable 'HDMI Device Link' temporarily.,,535
537,user_0048,True,Tue Jan 02 15:20:00  2024,"ok I DMed you, no response yet though",,536
538,user_0361,True,Tue Jan 02 13:28:00  2024,@AskPlayStation NAT type shows strict and I can't join any Gran Turismo 7 lobbies,539,
539,AskPlayStation,False,Tue Jan 02 13:31:00  2024,"A Strict NAT type is usually a router setting — please enable UPnP or manually forward the required PS5 ports, listed on our support site.",,538
540,user_0217,True,Tue Jan 02 13:40:00  2024,@AskPlayStation screen goes black for a few seconds randomly while playing Spider-Man 2,541,
541,AskPlayStation,False,Tue Jan 02 13:51:00  2024,Sorry to hear that — this can be an HDMI or power-saving setting issue. Please try a different HDMI port/cable and disable 'HDMI Device Link' temporarily.,,540
542,user_0071,True,Tue Jan 02 13:45:00  2024,@AskPlayStation how do I transfer my saves from PS5 to my new PS5?,543,
543,AskPlayStation,False,Tue Jan 02 13:56:00  2024,"You can use the built-in Console-to-Console transfer over Wi-Fi, or back up to a USB drive/cloud and restore on the new console — happy to send a step-by-step guide.",,542
544,user_0078,True,Tue Jan 02 13:52:00  2024,"@AskPlayStation this is the THIRD time I'm messaging about the same issue and still no fix, unacceptable, ticket 561477",545,
545,AskPlayStation,False,Tue Jan 02 14:34:00  2024,We're really sorry this hasn't been resolved yet. Please DM your case/ticket number and we'll get this escalated to a senior agent right away.,,544
546,user_0072,True,Tue Jan 02 13:57:00  2024,"@AskPlayStation my PSN account got locked for no reason, this is the 3rd time this month, ticket 718213",547,
547,AskPlayStation,False,Tue Jan 02 14:17:00  2024,We understand how frustrating that is. Please DM us your account's email (not password) and we'll take a closer look at the lock on our end.,,546
548,user_0311,True,Tue Jan 02 14:07:00  2024,"@AskPlayStation subscription renewed even though I cancelled last month, charged $59.99",549,
549,AskPlayStation,False,Tue Jan 02 14:22:00  2024,Sorry about that — please DM your account email so we can check the cancellation timestamp against the renewal charge and correct it if needed.,,548
550,user_0305,True,Tue Jan 02 14:10:00  2024,"@AskPlayStation bought Call of Duty MW3 on the store, paid, but it's not showing in my library",551,
551,AskPlayStation,False,Tue Jan 02 14:46:00  2024,"Sorry about that! Please try restarting the console and checking Library > Purchased. If it's still missing, DM your order confirmation email.",,550
552,user_0350,True,Tue Jan 02 14:18:00  2024,@AskPlayStation disc drive makes a loud grinding noise and won't read discs anymore,553,
553,AskPlayStation,False,Tue Jan 02 14:51:00  2024,Sorry to hear that — that noise suggests the disc drive may need servicing. Please start a repair request with your console's serial number.,,552
554,user_0031,True,Tue Jan 02 14:27:00  2024,"@AskPlayStation PSN has been down for me for 2 hours, can't sign in at all",555,
555,AskPlayStation,False,Tue Jan 02 15:02:00  2024,We're aware of intermittent sign-in issues and our team is investigating. Please check status.playstation.com for live updates.,,554
556,user_0031,True,Tue Jan 02 16:01:00  2024,"this didn't help, same issue is happening",,555
557,user_0041,True,Tue Jan 02 14:35:00  2024,@AskPlayStation my PS5 Digital Edition controller drifts so bad I can't aim in any shooter anymore,558,
558,AskPlayStation,False,Tue Jan 02 14:51:00  2024,Sorry about the drift — if it's within warranty please start a repair request at playstation.com/repair. We can also DM troubleshooting steps to try first.,,557
559,user_0374,True,Tue Jan 02 14:39:00  2024,@AskPlayStation is Fortnite cross-platform with Xbox?,560,
560,AskPlayStation,False,Tue Jan 02 14:45:00  2024,"Great question — cross-play support varies by title, please check the game's store page under 'Online Features' for the latest info on Fortnite.",,559
561,user_0084,True,Tue Jan 02 14:48:00  2024,"@AskPlayStation this is teh THIRD time I'm messaging about the same issue and still no fix, unacceptable, ticket 798435",562,
562,AskPlayStation,False,Tue Jan 02 15:13:00  2024,We're really sorry this hasn't been resolved yet. Please DM your case/ticket number and we'll get this escalated to a senior agent right away.,,561
563,user_0061,True,Tue Jan 02 14:52:00  2024,@AskPlayStation account says suspended but I didn't do anything wrong?? case 886197,564,
564,AskPlayStation,False,Tue Jan 02 15:16:00  2024,We can see the suspension flag on file. Please DM your account email and we'll review the case with the account team.,,563
565,user_0185,True,Tue Jan 02 14:59:00  2024,"@AskPlayStation I got charged twice for Gran Turismo 7, $4.99 extra on my card. Need this fixed asap",566,
566,AskPlayStation,False,Tue Jan 02 15:33:00  2024,Sorry to hear about the duplicate charge. Please DM us your order ID and the last 4 digits of the card used so we can investigate the double billing.,,565
567,user_0002,True,Tue Jan 02 15:06:00  2024,"@AskPlayStation preorder bonus for Gran Turismo 7 never showed up, anyone else having this issue",568,
568,AskPlayStation,False,Tue Jan 02 15:09:00  2024,We're looking into reports of missing preorder bonuses for Gran Turismo 7. Please DM your PSN ID and order ID so we can check your specific account.,,567
569,user_0002,True,Tue Jan 02 16:00:00  2024,"this didn't help, same issue is happening",,568
570,user_0128,True,Tue Jan 02 15:16:00  2024,"@AskPlayStation game freezes every time I try to save progress in EA FC 24, lost 3 hours of progress",571,
571,AskPlayStation,False,Tue Jan 02 15:39:00  2024,"That's really frustrating, sorry. Please make sure your system software and EA FC 24 are both fully updated, then try saving to a different storage location as a test.",,570
572,user_0128,True,Tue Jan 02 17:39:00  2024,"still not working, can you plz just fix this",,571
573,user_0005,True,Tue Jan 02 15:22:00  2024,"@AskPlayStation Fortnite keeps crashing on PS5 right after the main menu, error CE-34878-0",574,
574,AskPlayStation,False,Tue Jan 02 15:37:00  2024,Sorry about the crashes. Please try rebuilding the database in Safe Mode (Option 5) and ensure Fortnite is fully updated. Let us know if CE-34878-0 persists.,,573
575,user_0005,True,Tue Jan 02 16:13:00  2024,"ok I DMed you, no response yet though",,574
576,user_0013,True,Tue Jan 02 15:28:00  2024,"@AskPlayStation HDMI port seems loose, screen keeps flickering when I bump the cable",577,
577,AskPlayStation,False,Tue Jan 02 16:05:00  2024,"Sorry about the flickering — a loose HDMI port usually needs a physical repair. Please try a different cable first, then start a repair request if it continues.",,576
578,user_0054,True,Tue Jan 02 15:35:00  2024,@AskPlayStation how do I transfer my saves from PS5 to my new PS5?,579,
579,AskPlayStation,False,Tue Jan 02 16:11:00  2024,"You can use the built-in Console-to-Console transfer over Wi-Fi, or back up to a USB drive/cloud and restore on the new console — happy to send a step-by-step guide.",,578
580,user_0359,True,Tue Jan 02 15:43:00  2024,"@AskPlayStation this is the THIRD time I'm messaging about the same issue and still no fix, unacceptable, ticket 146032",581,
581,AskPlayStation,False,Tue Jan 02 16:15:00  2024,We're really sorry this hasn't been resolved yet. Please DM your case/ticket number and we'll get this escalated to a senior agent right away.,,580
582,user_0223,True,Tue Jan 02 15:53:00  2024,"@AskPlayStation subscription renewed even though I cancelled last month, charged $19.99",583,
583,AskPlayStation,False,Tue Jan 02 16:04:00  2024,Sorry about that — please DM your account email so we can check the cancellation timestamp against the renewal charge and correct it if needed.,,582
584,user_0223,True,Tue Jan 02 17:51:00  2024,"ok I DMed you, no response yet though",,583
585,user_0104,True,Tue Jan 02 15:56:00  2024,"@AskPlayStation still waiting on my refund from 2 weeks ago, ticket #344959",586,
586,AskPlayStation,False,Tue Jan 02 16:36:00  2024,Apologies for the wait. Please DM your ticket number and order ID so we can escalate this refund with our billing team directly.,,585
587,user_0104,True,Tue Jan 02 17:49:00  2024,"still not working, can you pls just fix this",,586
588,user_0047,True,Tue Jan 02 16:03:00  2024,"@AskPlayStation preorder bonus for NBA 2K24 never showed up, anyone else having this issue",589,
589,AskPlayStation,False,Tue Jan 02 16:25:00  2024,We're looking into reports of missing preorder bonuses for NBA 2K24. Please DM your PSN ID and order ID so we can check your specific account.,,588
590,user_0203,True,Tue Jan 02 16:13:00  2024,"@AskPlayStation Call of Duty MW3 keeps crashing on PS4 right after the main menu, error CE-34878-0",591,
591,AskPlayStation,False,Tue Jan 02 16:19:00  2024,Sorry about the crashes. Please try rebuilding the database in Safe Mode (Option 5) and ensure Call of Duty MW3 is fully updated. Let us know if CE-34878-0 persists.,,590
592,user_0128,True,Tue Jan 02 16:16:00  2024,"@AskPlayStation multiplayer keeps disconnecting every 5 mins in Spider-Man 2, tested on 2 different networks",593,
593,AskPlayStation,False,Tue Jan 02 16:48:00  2024,"Sorry about the disconnects. Please try a wired connection if possible and check that UPnP is enabled on your router, or set up port forwarding.",,592
594,user_0128,True,Tue Jan 02 17:08:00  2024,any update? been waiting a while now,,593
595,user_0299,True,Tue Jan 02 16:27:00  2024,"@AskPlayStation game freezes every time I try to save progress in Call of Duty MW3, lost 3 hours of progress",596,
596,AskPlayStation,False,Tue Jan 02 16:46:00  2024,"That's really frustrating, sorry. Please make sure your system software and Call of Duty MW3 are both fully updated, then try saving to a different storage location as a test.",,595
597,user_0063,True,Tue Jan 02 16:30:00  2024,@AskPlayStation can I get a refund for NBA 2K24? bought it by accident and haven't played it,598,
598,AskPlayStation,False,Tue Jan 02 17:02:00  2024,You're welcome to request a refund within 14 days of purchase if the content hasn't been substantially downloaded/streamed. Please submit a request at playstation.com/refund.,,597
599,user_0096,True,Tue Jan 02 16:39:00  2024,"@AskPlayStation I want to speak to an actual human, bots keep sending me teh same copy paste reply about Fortnite",600,
600,AskPlayStation,False,Tue Jan 02 16:59:00  2024,"Understood, and we're sorry for the frustration. Please DM your case number and we'll connect you with a specialist directly.",,599
601,user_0144,True,Tue Jan 02 16:47:00  2024,@AskPlayStation getting error NW-31456-4 every time I try to launch anything online,602,
602,AskPlayStation,False,Tue Jan 02 16:58:00  2024,NW-31456-4 usually points to a network/DNS issue. Please try setting DNS to 8.8.8.8 in network settings and test the connection again.,,601
603,user_0246,True,Tue Jan 02 16:55:00  2024,"@AskPlayStation subscription renewed even though I cancelled last month, charged $14.99",604,
604,AskPlayStation,False,Tue Jan 02 17:29:00  2024,Sorry about that — please DM your account email so we can check the cancellation timestamp against the renewal charge and correct it if needed.,,603
605,user_0016,True,Tue Jan 02 17:00:00  2024,@AskPlayStation downloaded Fortnite but half the DLC content I paid for is missing,606,
606,AskPlayStation,False,Tue Jan 02 17:06:00  2024,Please DM your order ID for the DLC purchase so we can verify what was included and re-trigger the entitlement if something's missing.,,605
607,user_0137,True,Tue Jan 02 17:09:00  2024,@AskPlayStation getting error NW-31456-4 every time I try to launch anything online,608,
608,AskPlayStation,False,Tue Jan 02 17:15:00  2024,NW-31456-4 usually points to a network/DNS issue. Please try setting DNS to 8.8.8.8 in network settings and test the connection again.,,607
609,user_0378,True,Tue Jan 02 17:17:00  2024,@AskPlayStation NAT type shows strict and I can't join any God of War Ragnarok lobbies,610,
610,AskPlayStation,False,Tue Jan 02 17:42:00  2024,"A Strict NAT type is usually a router setting — please enable UPnP or manually forward the required PS5 ports, listed on our support site.",,609
611,user_0047,True,Tue Jan 02 17:19:00  2024,"@AskPlayStation HDMI port seems loose, screen keeps flickering when I bump teh cable",612,
612,AskPlayStation,False,Tue Jan 02 17:36:00  2024,"Sorry about the flickering — a loose HDMI port usually needs a physical repair. Please try a different cable first, then start a repair request if it continues.",,611
613,user_0166,True,Tue Jan 02 17:26:00  2024,"@AskPlayStation this is the THIRD time I'm messaging about the same issue and still no fix, unacceptable, ticket 457311",614,
614,AskPlayStation,False,Tue Jan 02 17:30:00  2024,We're really sorry this hasn't been resolved yet. Please DM your case/ticket number and we'll get this escalated to a senior agent right away.,,613
615,user_0166,True,Tue Jan 02 19:14:00  2024,any update? been waiting a while now,,614
616,user_0166,True,Tue Jan 02 17:34:00  2024,@AskPlayStation my PS4 Pro controller drifts so bad I can't aim in any shooter anymore,617,
617,AskPlayStation,False,Tue Jan 02 17:47:00  2024,Sorry about the drift — if it's within warranty please start a repair request at playstation.com/repair. We can also DM troubleshooting steps to try first.,,616
618,user_0376,True,Tue Jan 02 17:45:00  2024,"@AskPlayStation my email got changed on my account without me doing it, locked out of everything including God of War Ragnarok",619,
619,AskPlayStation,False,Tue Jan 02 18:06:00  2024,That sounds like account compromise — please DM us right away so we can begin recovery and lock down the account.,,618
620,user_0376,True,Tue Jan 02 19:01:00  2024,"still not working, can you please just fix this",,619
621,user_0328,True,Tue Jan 02 17:51:00  2024,"@AskPlayStation subscription renewed even though I cancelled last month, charged $69.99",622,
622,AskPlayStation,False,Tue Jan 02 18:00:00  2024,Sorry about that — please DM your account email so we can check the cancellation timestamp against the renewal charge and correct it if needed.,,621
623,user_0363,True,Tue Jan 02 17:59:00  2024,@AskPlayStation can I get a refund for God of War Ragnarok? bought it by accident and haven't played it,624,
624,AskPlayStation,False,Tue Jan 02 18:42:00  2024,You're welcome to request a refund within 14 days of purchase if the content hasn't been substantially downloaded/streamed. Please submit a request at playstation.com/refund.,,623
625,user_0056,True,Tue Jan 02 18:06:00  2024,"@AskPlayStation Gran Turismo 7 keeps crashing on PS5 Digital Edition right after the main menu, error CE-34878-0",626,
626,AskPlayStation,False,Tue Jan 02 18:09:00  2024,Sorry about the crashes. Please try rebuilding the database in Safe Mode (Option 5) and ensure Gran Turismo 7 is fully updated. Let us know if CE-34878-0 persists.,,625
627,user_0056,True,Tue Jan 02 19:47:00  2024,"this didn't help, same issue is happening",,626
628,user_0193,True,Tue Jan 02 18:08:00  2024,"@AskPlayStation multiplayer keeps disconnecting every 5 mins in Fortnite, tested on 2 different networks",629,
629,AskPlayStation,False,Tue Jan 02 18:41:00  2024,"Sorry about the disconnects. Please try a wired connection if possible and check that UPnP is enabled on your router, or set up port forwarding.",,628
